"Dewey classification","BL record ID","Type of resource","Content type","Material type","BNB number","Archival Resource Key","ISBN","Name","Dates associated with name","Type of name","Role","All names","Title","Variant titles","Series title","Number within series","Country of publication","Place of creation/publication","Publisher","Date of creation/publication","Edition","Physical description","BL shelfmark","Topics","Genre","Languages","Notes","Provenance"
"821.8","010088964","Monograph","Language material ; Text","Volume","GB9335955","","9780747514053","Rossetti, Christina Georgina","1830-1894","person","","Rossetti, Christina Georgina, 1830-1894 [person]","Selected poems","","","","England","London","Bloomsbury","1992","","127 pages, 16 cm","YC.1993.a.2687","English poetry","","English","",""
"821.8","010089366","Monograph","Language material ; Text","Volume","GB9634401","","9780747523864","Rossetti, Christina Georgina","1830-1894","person","","Rossetti, Christina Georgina, 1830-1894 [person]","Selected poems","","","","England","London","Bloomsbury","1992","","127 pages, 16 cm","YK.1996.a.14317","English poetry","","English","",""
"821.8","010128009","Monograph","Language material ; Text","Volume","GBA412779","","9780954613907","Rossetti, Christina Georgina","1830-1894","person","","Rice-Oxley, M. Andrew [person] ; Rossetti, Christina Georgina, 1830-1894 [person]","Almost paradise : poems of Christina Rossetti, 1844-1894 : a new, extensive, ordered selection with notes and commentaries","Works. Selections","","","England","Liverpool","","2004","","xxvii, 265 pages, 28 cm","YC.2004.b.402","","","English","Includes index",""
"821.8","010238362","Monograph","Language material ; Text","Volume","","","","Rossetti, Christina Georgina","1830-1894","person","","Rossetti, W. M. [person] ; Rossetti, Christina Georgina, 1830-1894 [person]","Poems","","Golden treasury series","","","","Macmillan","1931","","","821.8 *2789*","","","English","",""
"821.8","010238366","Monograph","Language material ; Text","Volume","","","","Rossetti, Christina Georgina","1830-1894","person","","Rossetti, William Michael [person] ; Rossetti, Christina Georgina, 1830-1894 [person]","Poetical Works","","","","","","Macmillan","1914","","","821.8 *2792*","","","English","",""
"821.8","010343099","Monograph","Language material ; Text","Volume","GBA4Z4451","","9780333683958","Arseneau, Mary","","person","","Arseneau, Mary [person]","Recovering Christina Rossetti : female community and incarnational poetics","","","","England","Basingstoke","Palgrave Macmillan","2004","","xiv, 227 pages, illustrations, portraits, 22 cm","YC.2006.a.1158 ; m04/27598","Authors and readers--England--History--19th century ; Feminism in literature ; Women and literature--England--History--19th century ; Feminism and literature--England--History--19th century ; Feminist poetry, English--History and criticism ; Female friendship in literature ; Community in literature ; Women--Books and reading--England--History--19th century ; Women in literature ; Rossetti, Christina Georgina, 1830-1894--Criticism and interpretation","","English","",""
"821.8","010658771","Monograph","Language material ; Text","Volume","GB8013963","","9780094619500 ; 9780094665408","Battiscombe, Georgina","","person","","Battiscombe, Georgina [person]","Christina Rossetti : a divided life","","","","England","London","Constable","1981","","223 pages, illustrations, 2 facsimiles, portraits, 24 cm","81/14153 ; X.950/4485","Rossetti, Christina Georgina, 1830-1894 ; Poetry in English--Rossetti, Christina--Biographies ; Poets, English--19th century--Biography","","English","bibliography: p220-221. - Includes index",""
"821.8","010678751","Monograph","Language material ; Text","Volume","GBA119367","","9780312234614 ; 9780333721834","Chapman, Alison","1970-","person","","Chapman, Alison, 1970- [person]","The afterlife of Christina Rossetti","","","","England","Basingstoke","Macmillan","2000","","xi, 213 pages, 4 pages of plates, illustrations, portraits, 23 cm","YC.2001.a.5137","Rossetti, Christina Georgina, 1830-1894--Criticism and interpretation--History ; Women and literature--England--History--19th century","","English","",""
"821.8","010681421","Monograph","Language material ; Text","Volume","GBA223496","","9780333794692 ; 9780333920336","Palazzo, Lynda","1950-","person","","Palazzo, Lynda, 1950- [person]","Christina Rossetti's feminist theology","","Cross-currents in religion and culture","","England","Basingstoke","Palgrave","2002","","xiv, 165 pages, 23 cm","YC.2002.a.5197 ; m02/26841","Feminism in literature ; Women and literature--England--History--19th century ; Feminist theology--England--History--19th century ; Feminism and literature--England--History--19th century ; Theology in literature ; Rossetti, Christina Georgina, 1830-1894--Religion ; Rossetti, Christina Georgina, 1830-1894--Views on feminism","","English","",""
"821.8","010924952","Monograph","Language material ; Text","Volume","GB5908626","","","Rossetti, Christina Georgina","1830-1894","person","","Rossetti, Christina Georgina, 1830-1894 [person]","Poems","","Pocket poets series","","United Kingdom","","Hulton","1959","","48 pages, 19 cm","","","","English","",""
"821.8","011161393","Monograph","Language material ; Text","Volume","","","9780807123751","D'Amico, Diane","1951-","person","","D'Amico, Diane, 1951- [person]","Christina Rossetti : faith, gender, and time","","","","United States of America","Baton Rouge","Louisiana State University Press","1999","","191 pages, 22 cm","YC.2001.a.21003 ; m00/21555","Faith in literature ; Women and literature--England--History--19th century ; Christianity and literature--England--History--19th century ; Christian poetry, English--History and criticism ; Rossetti, Christina Georgina, 1830-1894--Criticism and interpretation ; Rossetti, Christina Georgina, 1830-1894--Religion","","English","",""
"821.8","011352377","Monograph","Language material ; Text","Volume","GBA2W4517","","9780753814079","Rossetti, Christina Georgina","1830-1894","person","","Rossetti, Christina Georgina, 1830-1894 [person] ; Marsh, Jan, 1942- [person]","Christina Rossetti : selected by Jan Marsh","Works. Selections","Phoenix poetry series","","England","London","Phoenix","2002","","155 pages, 18 cm","YC.2003.a.9207","","","English","Originally published: [Great Britain] : Everyman, 1996",""
"821.8","011578362","Monograph","Language material ; Text","Volume","GB6925369","","9780370012513","Rossetti, Christina Georgina","1830-1894","person","","Powell, David, 1925- [person] ; Lewis, Naomi [person] ; Rossetti, Christina Georgina, 1830-1894 [person] ; Gill, Margery [person]","Doves and pomegranates : poems for young readers, by Christina Rossetti; chosen by David Powell","Works. Selections","","","England","London","Bodley Head","1969","","96 pages, illustrations, 23 cm","X.909/18006","","","English","Selections from 'The poetical works of Christina Georgina Rossetti', originally published London: Macmillan, 1904",""
"821.8","011585173","Monograph","Language material ; Text","Volume","GB7009961","","9780571090174","Rossetti, Christina Georgina","1830-1894","person","","Rossetti, Christina Georgina, 1830-1894 [person] ; Jennings, Elizabeth, 1926-2001 [person]","A choice of Christina Rossetti's verse","","","","England","London","Faber","1970","","3-96 pages, 20 cm","","","","English","paperback Unpriced. sbn 571 09018 4",""
"821.8","011931656","Monograph","Language material ; Text","Volume","GBA1Y2893","","9780140423662","Rossetti, Christina Georgina","1830-1894","person","","Crump, R. W. (Rebecca W.), 1944- [person] ; Flowers, Betty S. (Betty Sue) [person] ; Rossetti, Christina Georgina, 1830-1894 [person]","Christina Rossetti : the complete poems","Works","Penguin classics","","England","London","Penguin","2001","","lv, 1221 pages, 20 cm","YK.2001.a.10884","","","English","",""
"821.8","011938921","Monograph","Language material ; Text","Volume","GB8615817","","9780192141705","Rossetti, Christina Georgina","1830-1894","person","","Rossetti, Christina Georgina, 1830-1894 [person] ; Porter, Peter [person]","Christina Rossetti","","The illustrated poets","","England","Oxford","Oxford University Press","1986","","59 pages, colour illustrations, 18 cm","YC.1987.a.893","Poetry in English--1837-1900--Texts","","English","",""
"821.8","011942615","Monograph","Language material ; Text","Volume","GB9214696","","9780192829023","Jones, Kathleen","1946-","person","","Jones, Kathleen, 1946- [person]","Learning not to be first : the life of Christina Rossetti","","","","England","Oxford","Oxford University Press","1992","","xiii, 252 pages, 20 cm","YK.1992.a.2581","Rossetti, Christina Georgina, 1830-1894 ; English poetry","","English","Originally published: Moreton-in-Marsh: Windrush, 1991 ; bibliography: p244-247. - Includes index",""
"821.8","011996545","Monograph","Language material ; Text","Volume","GB8860244","","9780801419379","","","","","Kent, David A., 1948- [person]","The Achievement of Christina Rosetti","","","","England ; United States of America","Ithaca ; London","Cornell University Press","1987","","xi, 367 pages, 25 cm","YH.1988.b.1143","Poetry in English--Rossetti, Christina--1830-1894 ; Rossetti, Christina Georgina, 1830-1894","","English","Includes index",""
"821.8","012018805","Monograph","Language material ; Text","Volume","GB9102444","","9780900075711","Jones, Kathleen","1946-","person","","Jones, Kathleen, 1946- [person]","Learning not to be first : the life of Christina Rossetti","","","","England","Moreton-in-Marsh","Windrush","1991","","xv, 252 pages, illustrations, portraits, 24 cm","YC.1991.b.4902","Rossetti, Christina Georgina, 1830-1894 ; English poetry","","English","bibliography: p244-247. - Includes index",""
"821.8","012033313","Monograph","Language material ; Text","Volume","GB9584810","","9781853264290","Rossetti, Christina Georgina","1830-1894","person","","Rossetti, Christina Georgina, 1830-1894 [person]","The works of Christina Rossetti","","","","England","Ware","Wordsworth Poetry Library","1995","","xx, 450 pages, illustrations, 20 cm","YK.1995.a.8845","English poetry","","English","",""
"821.8","012038886","Monograph","Language material ; Text","Volume","GB9420626","","9781853816819","Thomas, Frances","1943-","person","","Thomas, Frances, 1943- [person]","Christina Rossetti","","","","England","London","Virago","1994","","448 pages, illustrations, portraits, 20 cm","YK.1994.a.5667","Rossetti, Christina Georgina, 1830-1894 ; Poets, English--19th century--Biography ; English poetry","Biography","English","Originally published: Hanley Swan: Self Publishing Association, 1992 ; bibliography: p426-430. _ Includes index",""
"821.8","012042467","Monograph","Language material ; Text","Volume","GB9227916","","9781854211569","Thomas, Frances","1943-","person","","Thomas, Frances, 1943- [person]","Christina Rossetti","","","","England","Hanley Swan","Association ; Self Publishing","1992","","446 pages, illustrations, facsimiles, portraits, 24 cm","YC.1992.b.2720","Rossetti, Christina Georgina, 1830-1894 ; English poetry","","English","bibliography: p426-430. - Includes index",""
"821.8","012378368","Monograph","Language material ; Text","Volume","","","9780821414545","Janzen Kooistra, Lorraine","1953-","person","","Janzen Kooistra, Lorraine, 1953- [person]","Christina Rossetti and illustration : a publishing history","","","","United States of America","Athens","Ohio University Press","2002","","","m03/15563","Rossetti, Christina Georgina, 1830-1894--Illustrations ; Illustrated books--England--History--19th century ; Women and literature--England--History--19th century ; Illustration of books--19th century--England ; Rossetti, Christina Georgina, 1830-1894--Relations with publishers ; Literature publishing--England--History--19th century ; Authors and publishers--England--History--19th century","","English","",""
"821.8","012651804","Monograph","Language material ; Text","Volume","","","9780805766714","Bellas, Ralph A.","","person","","Bellas, Ralph A. [person]","Christina Rossetti","","Twayne's English authors series","TEAS 201 [Twayne's English authors series]","United States of America","Boston ; Massachusetts","Twayne","1977","","139 pages, portraits, 21 cm","9076.753000 ; X:989/53860","Rossetti, Christina Georgina, 1830-1894--Criticism and interpretation ; Women and literature--England--History--19th century","","English","bibliography : p.127-134. _ Includes index",""
"821.8","012651932","Monograph","Language material ; Text","Volume","GB9650640","","9780805770506","Smulders, Sharon","","person","","Smulders, Sharon [person]","Christina Rossetti revisited","","Twayne's English authors series","number 517 [Twayne's English authors series]","England ; United States of America","London ; New York","Prentice Hall ; Twayne","1996","","xiii, 183 pages, illustrations, portraits, 23 cm","YA.1996.a.13186","Rossetti, Christina Georgina, 1830-1894--Criticism and interpretation ; Women and literature--England--History--19th century ; English poetry","","English","",""
"821.8","012655962","Monograph","Language material ; Text","Volume","GB7936942","","9780807103586","Rossetti, Christina Georgina","1830-1894","person","","Crump, R. W. (Rebecca W.), 1944- [person] ; Rossetti, Christina Georgina, 1830-1894 [person]","The complete poems of Christina Rossetti. Vol.1","","","","England","Baton Rouge ; London","Louisiana State University Press","1979","Variorum edition, edited, with textual notes and introductions, by R.W. Crump","xix, 332 pages, 1 illustration, 1 portrait, 24 cm","79/22332 ; X.981/21840 ; YL.1988.b.399","English poetry ; Poetry in English--1837-1900--Texts","","English","In 3 volume ; bibliography: p.317-319. _ Includes index",""
"821.8","012701635","Monograph","Language material ; Text","Volume","GB9400099","","9781857157024","Rossetti, Christina Georgina","1830-1894","person","","Rossetti, Christina Georgina, 1830-1894 [person]","Poems","","","","England","London","D. Campbell","1993","","256 pages","YK.1994.a.1818","English poetry","","English","",""
"821.8","012708023","Monograph","Language material ; Text","Volume","GB9552875","","9781857934588","Rossetti, Christina Georgina","1830-1894","person","","Rossetti, Christina Georgina, 1830-1894 [person]","Love poems","","","","England","London","Pavilion","1994","","86 pages, illustrations (some colour), 23 cm","YK.1996.a.3221","Love poetry, English ; English poetry","","English","",""
"821.8","013039625","Monograph","Language material ; Text","Volume","GBA482224","","9780791078921","","","","","Bloom, Harold [person]","Christina Rossetti","","Bloom's major poets","","United States of America","Broomall, Pennsylvania","Chelsea House","2005","","1 volume, 24 cm","","Rossetti, Christina Georgina, 1830-1894--Criticism and interpretation ; Women and literature--England--History--19th century","","English","",""
"821.8","013040156","Monograph","Language material ; Text","Volume","GBA482754","","","Rossetti, Christina Georgina","1830-1894","person","","Harrison, Antony H. [person] ; Rossetti, Christina Georgina, 1830-1894 [person]","The letters of Christina Rossetti","Correspondence","Victorian literature and culture series","","England ; United States of America","Charlottesville, Virginia ; London","University of Virginia Press","1997-2004","","4 volumes, portraits, 25 cm","97/24811 ; 99/28685 ; YC.1997.b.4374 ; YC.2003.a.12395 ; YC.2003.a.15389 ; YC.2005.a.1935 ; m01/19064","Rossetti, Christina Georgina, 1830-1894--Correspondence ; Women poets, English--19th century--Correspondence ; Women and literature--England--History--19th century ; Pre-Raphaelitism--England ; Rossetti, Christina Georgina, 1830-1894--Family ; English literature--19th century--History and criticism","Correspondence","English","",""
"821.8","013118294","Monograph","Language material ; Text","Volume","GBA515699","","9780413775061","Rossetti, Christina Georgina","1830-1894","person","","Rossetti, Christina Georgina, 1830-1894 [person]","Selected poems of Christina Rossetti 1830-1894","Poems. Selections","","","England","London","Methuen","2005","","40 pages, 19 cm","YK.2005.a.9195","","","English","",""
"821.8","013185593","Monograph","Language material ; Text","Volume","GBA536365","","9780813923390","Hassett, Constance W., 1943","","person","","Hassett, Constance W., 1943 [person]","Christina Rossetti : the patience of style","","Victorian literature and culture series","","England ; United States of America","Charlottesville, Virginia ; London","Eurospan ; University of Virginia Press","2005","","xiii, 278 pages, 24 cm","YC.2005.a.9327 ; m05/.26813","Rossetti, Christina Georgina, 1830-1894--Criticism and interpretation ; Women and literature--England--History--19th century","","English","",""
"821.8","013516856","Monograph","Language material ; Text","Volume","GBA664307","","9780230005075","Roe, Dinah","1976-","person","","Roe, Dinah, 1976- [person]","Christina Rossetti's faithful imagination : the devotional poetry and prose","","","","England","Basingstoke","Palgrave Macmillan","2006","","xi, 220 pages, 22 cm","YC.2007.a.1391 ; m06/.40896","Faith in literature ; Christianity in literature ; Christian poetry, English--19th century--History and criticism ; Christianity and literature--England--History--19th century ; Rossetti, Christina Georgina, 1830-1894--Criticism and interpretation ; Rossetti, Christina Georgina, 1830-1894--Religion","","English","",""
"821.8","013547200","Monograph","Language material ; Text","Volume","GBA676456","","9781403912190","Chapman, Alison","1970-","person","","Meacock, Joanna, 1975- [person] ; Chapman, Alison, 1970- [person]","A Rossetti family chronology","","Author chronologies","","England","Basingstoke","Palgrave Macmillan","2007","","xxvi, 484 pages, 22 cm","YC.2012.a.4982 ; m07/.26977","Authors, English--19th century--Chronology ; Rossetti family--Chronology ; Rossetti, Dante Gabriel, 1828-1882--Chronology ; Rossetti, Christina Georgina, 1830-1894--Chronology ; Rossetti, Maria Francesca, 1827-1876--Chronology ; Poets, English--19th century--Chronology ; Rossetti, William Michael, 1829-1919--Chronology ; Rossetti, Gabriele, 1783-1854--Chronology ; London (England)--Intellectual life--19th century","Chronology","English","",""
"821.8","013866757","Monograph","Language material ; Text","Volume","","","9780841428188","Westcott, Brooke Foss","1825-1901","person","","Westcott, Brooke Foss, 1825-1901 [person]","An appreciation of the late Christina Georgina Rossetti","","","","United States of America","Folcroft, Pennsylvania","Folcroft","1973","","24 pages, front, 24 cm","V83/22788","Rossetti, Christina Georgina, 1830-1894--Religion ; Christian poetry, English--History and criticism ; Women and literature--England--History--19th century","","English","reprinted of the 1899 edition published by the Society for Promoting Christian Knowledge, London",""
"821.8","014487232","Monograph","Language material ; Text","Volume","GBA804010","","9780140424690","Rossetti, Christina Georgina","1830-1894","person","","Crump, R. W. (Rebecca W.), 1944- [person] ; Rossetti, Christina Georgina, 1830-1894 [person] ; Roe, Dinah, 1976- [person]","Christina Rossetti : selected poems","Poems. Selections","Penguin classics","","England","London","Penguin","2008","","xlii, 262 pages, 20 cm","YK.2009.a.18523","","","English","",""
"821.8","014633465","Monograph","Language material ; Text","Volume","GBA873423","","9780821418161","Waldman, Suzanne M.","","person","","Waldman, Suzanne M. [person]","The demon and the damozel : dynamics of desire in the works of Christina Rossetti and Dante Gabriel Rossetti","","","","United States of America","Athens, Ohio","Ohio University Press","2008","","ix, 202 pages, illustrations, 23 cm","m10/.23970","Rossetti, Dante Gabriel, 1828-1882--Criticism and interpretation ; Literature and society--England--History--19th century ; Art and literature--England--History--19th century ; Aesthetics, Modern--19th century ; Rossetti, Christina Georgina, 1830-1894--Criticism and interpretation","","English","",""
"821.8","014668012","Monograph","Language material ; Text","Volume","GBA887671","","9780192807151","Rossetti, Christina Georgina","1830-1894","person","","Humphries, Simon, 1963- [person] ; Rossetti, Christina Georgina, 1830-1894 [person]","Poems and prose","Works. Selections, 2008","Oxford world's classics","","England","Oxford","Oxford University Press","2008","","xlii, 509 pages, 20 cm","YC.2009.a.17527","English literature","","English","",""
"821.8","014775099","Monograph","Language material ; Text","Volume","GBA966481","","9780955894428","Rossetti, Christina Georgina","1830-1894","person","","Rossetti, Christina Georgina, 1830-1894 [person] ; Swann, Jenny [person]","Six poems","Works. Selections","","","England","Nottingham","Candlestick","2008","","21 pages, 20 cm","YK.2009.a.18758","","","English","",""
"821.8","015306118","Monograph","Language material ; Text","Volume","GBA966300","","9781844714995","Rossetti, Christina Georgina","1830-1894","person","","Rossetti, Christina Georgina, 1830-1894 [person]","Goblin market : and other poems","","Salt pocket classics","","England","Cambridge","Salt","2009","","74 pages, 16 cm","YK.2010.a.13393","","","English","",""
"821.8","015356648","Monograph","Language material ; Text","Volume","GBA983881","","9780230618992","Jamison, Anne Elizabeth","1969-","person","","Jamison, Anne Elizabeth, 1969- [person]","Poetics en passant : redefining the relationship between Victorian and modern poetry","","Nineteenth-century major lives and letters","","United States of America","New York","Palgrave Macmillan","2009","1st edition","x, 260 pages, 22 cm","YC.2012.a.4858 ; m10/.13507","Baudelaire, Charles, 1821-1867--Technique ; Rossetti, Christina Georgina, 1830-1894--Criticism and interpretation ; Poetics--History--19th century ; Baudelaire, Charles, 1821-1867--Criticism and interpretation ; Poetry, Modern--19th century--History and criticism ; Rossetti, Christina Georgina, 1830-1894--Technique","","English","",""
"821.8","015583514","Monograph","Language material ; Text","Volume","GBB075364","","9780486477428","Rossetti, Christina Georgina","1830-1894","person","","Rackham, Arthur, 1867-1939 [person] ; Rossetti, Christina Georgina, 1830-1894 [person]","Goblin market","","","","United States of America","Mineola, New York","Dover","2010","","37 pages, illustrations (some colour), 23 cm","","","","English","Originally published: London : George C. Harrap & Co, 1933",""
"821.8","015757797","Monograph","Language material ; Text","Volume","GBB124718","","9780571250936","Rossetti, Christina Georgina","1830-1894","person","","Jones, Emma, 1977- [person] ; Rossetti, Christina Georgina, 1830-1894 [person]","Christina Rossetti","","","","England","London","Faber","2011","","1 volume","","","","English","",""
"821.8","015795611","Monograph","Language material ; Text","Volume","GBB150497","","9781570039270","Rossetti, Christina Georgina","1830-1894","person","","Rossetti, Christina Georgina, 1830-1894 [person]","Verses : dedicated to her mother","","","","England ; United States of America","Columbia, South Carolina ; London","Eurospan ; University of South Carolina Press","2011","","1 volume, 21 cm","","","","English","",""
"821.8","015977722","Monograph","Language material ; Text","Volume","GBB271576","","","Rossetti, Christina Georgina","1830-1894","person","","Tamaki, Jillian, 1980- [person] ; Rossetti, Christina Georgina, 1830-1894 [person] ; Folio Society (London, England) [organisation]","'Goblin market' and selected poems","","","","England","London","Folio Society","2011","","xix, 130 pages, 10 leaves of plates, colour illustrations, 27 cm","YK.2012.b.7834","","","English","In slipcase ; Includes index",""
"821.8","016076697","Monograph","Language material ; Text","Volume","GBB242290","","9780571296118","Marsh, Jan","1942-","person","","Marsh, Jan, 1942- [person]","Christina Rossetti : a literary biography","","","","England","London","Faber Finds","2012","","634 pages, illustrations, 22 cm","","Rossetti, Christina Georgina, 1830-1894 ; Poets, English--19th century--Biography ; Women poets, English--19th century--Biography","Biography","English","Originally published: London: Jonathan Cape, 1994",""
"821.8","016224827","Monograph","Language material ; Text","Volume","GBB2C2100","","9780199129775","Rossetti, Christina Georgina","1830-1894","person","author","Gill, Richard, 1945-, editor [person] ; Rossetti, Christina Georgina, 1830-1894, author [person]","Selected poems","Poems. Selections","Oxford student texts","","England","Oxford","Oxford University Press","2013","","vii, 247 pages, black and white illustrations, 20 cm","YC.2014.a.1503","Rossetti, Christina Georgina, 1830-1894--Criticism and interpretation","","English","",""
"821.8","016325043","Monograph","Language material ; Text","Volume","GBB341256","","9781441114433","Trowbridge, Serena","","person","author","Trowbridge, Serena, author [person]","Christina Rossetti's gothic","","Continuum literary studies","","England","London","Bloomsbury","2013","","1 volume, 24 cm","","Gothic literature ; Rossetti, Christina Georgina, 1830-1894--Criticism and interpretation","","English","",""
"821.8","016623388","Monograph","Language material ; Still image ; Text","Volume","GBB5D4005","","","Rossetti, Christina Georgina","1830-1894","person","author","Rossetti, Christina Georgina, 1830-1894, author [person]","Poems","Poems. Selections","","","England","Warwick","Greville ; Pamphlets","2013","","27 pages, black and white illustrations, 20 cm","YKL.2014.a.4413","","","English","",""
"821.8","016830160","Monograph","Language material ; Text","Volume","GBB487661","","9781472512321","Ludlow, Elizabeth","","person","author","Ludlow, Elizabeth, author [person]","Christina Rossetti and the Bible : waiting with the saints","","","","England","London","Bloomsbury","2014","","261 pages, 25 cm","YC.2015.a.13051","Christian poetry, English--19th century--Concordances ; Rossetti, Christina Georgina, 1830-1894--Religion ; Bible--In literature ; Rossetti, Christina Georgina, 1830-1894--Concordances","Concordance","English","",""
"821.8","016868081","Monograph","Language material ; Text","Volume","GBB499613","","9781107434530","Shove, Fredegond","","person","author","Shove, Fredegond, author [person]","Christina Rossetti : a study","","","","England","Cambridge","Cambridge University Press","2014","","1 volume, 21 cm","","Rossetti, Christina Georgina, 1830-1894--Criticism and interpretation","","English","",""
"821.8","016972524","Monograph","Language material ; Text","Volume","GBB4E3198","","9780141397665","Rossetti, Christina Georgina","1830-1894","person","author","Rossetti, Christina Georgina, 1830-1894, author [person]","Goblin market","Poems. Selections","Penguin little black classics","number 53 [Penguin little black classics]","England","London","Penguin","2015","","54 pages, 17 cm","YKL.2016.a.1261","","","English","",""
"821.8","016975156","Monograph","Language material ; Text","Volume","GBB4E5830","","9781441114433 ; 9781474222815","Trowbridge, Serena","","person","author","Trowbridge, Serena, author [person]","Christina Rossetti's gothic","","","","England","London","Bloomsbury","2015","","viii, 207 pages, 24 cm","YC.2016.a.4009","Gothic literature ; Rossetti, Christina Georgina, 1830-1894--Criticism and interpretation","","English","",""
"821.8","017935888","Monograph","Language material ; Text","Volume","GBB699021","","9781350003729","Ludlow, Elizabeth","","person","author","Ludlow, Elizabeth, author [person]","Christina Rossetti and the Bible : waiting with the saints","","","","England","London","Bloomsbury","2016","","1 volume, 24 cm","","Rossetti, Christina Georgina, 1830-1894--Religion ; Christianity in literature ; Bible--In literature","","English","Originally published: 2014",""
"821.8","018261402","Monograph","Language material ; Text","Online resource","GBB749553","","9780571297849","Marsh, Jan","1942-","person","","Marsh, Jan, 1942- [person]","Christina Rossetti : a literary biography","","","","England","London","Pimlico","1994","","1 online resource (634 pages, 16 pages of plates), illustrations, portraits","ELD.DS.125876","Women poets, English ; Poets, English--19th century--Biography ; Women poets, English--19th century--Biography ; Rossetti, Christina Georgina, 1830-1894--Biography","Biography","English","",""
"821.8","018365450","Monograph","Language material ; Text","Volume","GBB791011","","9780241303061","Rossetti, Christina Georgina","1830-1894","person","author","Rossetti, Christina Georgina, 1830-1894, author [person]","Goblin market and other poems","Poems. Selections","Penguin pocket poetry","","England","London","Penguin","2017","","vii, 134 pages, 19 cm","YKL.2018.a.12831","","","English","Additional physical form: ebook version. 9780241303214",""
"821.8","018368449","Monograph","Language material ; Text","Online resource (ePub ebook)","GBB794007","","9780241303214","Rossetti, Christina Georgina","1830-1894","person","author","Rossetti, Christina Georgina, 1830-1894, author [person]","Goblin market and other poems","Poems. Selections","Penguin pocket poetry","","England","London","Penguin","2017","","1 online resource","ELD.DS.191613","Poetry By Individual Poets","","English","Additional physical form: Print version. 9780241303061",""
"821.8","018514203","Monograph","Language material ; Text","Online resource","GBB7J4060","","9780141397672","Rossetti, Christina Georgina","1830-1894","person","author","Rossetti, Christina Georgina, 1830-1894, author [person]","Goblin market","Poems. Selections","Penguin little black classics","number 53 [Penguin little black classics]","England","London","Penguin","2015","","1 online resource (80 pages)","ELD.DS.186066","","","English","",""
"821.8","018559696","Monograph","Language material ; Text","Online resource","GBB874185","","9781472510952","Ludlow, Elizabeth","","person","author","Ludlow, Elizabeth, author [person]","Christina Rossetti and the Bible : waiting with the saints","","","","England ; United Kingdom","London","Bloomsbury","2014","","1 online resource (272 pages)","ELD.DS.204787","Literary studies: c 1800 to c 1900 ; Rossetti, Christina Georgina, 1830-1894--Concordances ; Literary Criticism--General ; Bible--In literature ; Christian poetry, English--19th century--Concordances ; Literary studies: general ; Rossetti, Christina Georgina, 1830-1894--Religion ; Literary Criticism--Women Authors ; Literary studies: poetry & poets ; Literary Criticism--Poetry","Concordance","English","",""
"821.8","018861359","Monograph","Language material ; Text","Volume","GBB883862","","9780198723691","Mason, Emma","","person","author","Mason, Emma, author [person]","Christina Rossetti : poetry, ecology, faith","","Spiritual lives","","England","Oxford","Oxford University Press","2018","First edition","x, 212 pages, map, 21 cm","YC.2019.a.1679","Religion ; Women poets, English ; 1800-1899 ; Women poets, English--19th century ; Rossetti, Christina Georgina, 1830-1894--Criticism and interpretation ; Rossetti, Christina Georgina, 1830-1894--Religion","Criticsm and interpretation","English","",""
"821.8","018876273","Monograph","Language material ; Text","Online resource (ebook)","GBB894276","","9780191791086","Mason, Emma","","person","author","Mason, Emma, author [person]","Christina Rossetti : poetry, ecology, faith","","Spiritual lives","","England","Oxford","Oxford University Press","2018","First edition","1 online resource","","Rossetti, Christina Georgina, 1830-1894 ; Poets, English--19th century--Biography ; Women poets, English--19th century--Biography","Biography","English","Additional physical form: Print version. 9780198723691 ; This edition previously issued in print: 2018",""
"821.8","019028007","Monograph","Language material ; Text","Online resource","GBB8G0940","","9781441170446","Trowbridge, Serena","","person","","Trowbridge, Serena [person]","Christina Rossetti's gothic","","Bloomsbury Literary Studies","","United States of America","New York","Bloomsbury","2013","","1 online resource","ELD.DS.320972","Literary studies: c 1800 to c 1900 ; Great Britain ; Gothic revival (Literature)--Great Britain--History--19th century ; Literary Criticism--Gothic & Romance ; Rossetti, Christina Georgina, 1830-1894--Criticism and interpretation ; Literary Criticism--General ; POETRY--English, Irish, Scottish, Welsh ; Literary studies: general ; Literary Criticism--Women Authors","Criticsm and interpretation ; History","English","",""
"821.8","019041642","Monograph","Language material ; Text","Volume","GBB8G4761","","9781606601204","Rossetti, Christina Georgina","1830-1894","person","author","Rossetti, Christina Georgina, 1830-1894, author [person]","Goblin market and other selected poems","Poems. Selections","","","United States of America","New York","Dover","2018","","1 volume, 26 cm","","","","English","",""
"821.8","019102389","Monograph","Language material ; Still image ; Text","Volume","GBB8J6136","","9780300234862","Owens, Susan","","person","author","Owens, Susan, author [person] ; Tromans, Nicholas, author [person]","Christina Rossetti : poetry in art","","","","United States of America","New Haven","Yale University Press","2018","","192 pages, illustrations (black and white and colour), 26 cm","YC.2019.b.1267","Rossetti, Christina Georgina, 1830-1894--Criticism and interpretation","","English","illustrations on lining papers",""
"821.8","019141700","Monograph","Language material ; Still image ; Text","Volume","GBB8L9321","","9780415556132","","","","","Humphries, Simon, 1963-, editor [person]","Christina Rossetti","","The critical heritage series","","England","London","Routledge","2019","","xxviii, 347 pages, black and white illustrations, 24 cm","","Rossetti, Christina Georgina, 1830-1894--Appreciation ; Rossetti, Christina Georgina, 1830-1894--Criticism and interpretation","","English","",""
