"BL record ID","Type of resource","Content type","Material type","BNB number","Archival Resource Key","ISBN","Name","Dates associated with name","Type of name","Role","All names","Title","Variant titles","Series title","Number within series","Country of publication","Place of publication","Publisher","Date of creation/publication","Edition","Physical description","Dewey classification","BL shelfmark","Topics","Genre","Languages","Notes","Provenance"
"015038665","Monograph","Notated music","Volume","","","","Shaw, Martin","1875-1958","person","","Shaw, Martin, 1875-1958 [person] ; Rossetti, Christina Georgina, 1830-1894 [person]","Easter Carol","","","","","","Curwen","1917","","","780","DON3248 ; W89/0335","","","","",""
"015038682","Monograph","Notated music","Volume","","","","Shaw, Martin","1875-1958","person","","Shaw, Martin, 1875-1958 [person] ; Rossetti, Christina Georgina, 1830-1894 [person]","The Months","","","","","","Cramer","1928","","vocal score + libretto","780","W87/6031","","","","",""
"015043947","Monograph","Notated music","Volume","","","","Swinstead, Felix","1880-1959","person","","Swinstead, Felix, 1880-1959 [person] ; Rossetti, Christina Georgina, 1830-1894 [person]","Sing-song cycle [for voice & piano]","","Avison Edn","23 [Avison Edn]","","","Novello","1907","","","780","H02/5913","","","","",""
"015053370","Monograph","Notated music","Volume","","","","Williamson, Malcolm","1931-2003","person","","Hunt, Leigh, 1784-1859 [person] ; Williamson, Malcolm, 1931-2003 [person] ; Waller, Edmund, 1606-1687 [person] ; Rossetti, Christina Georgina, 1830-1894 [person] ; Tennyson, Alfred Tennyson, Baron, 1809-1892 [person]","6 English lyrics, for low voice and string orchestra. Min. score","","","","","","Weinberger","1969","","miniature score","780","mH00/2301","","","","",""
"015059179","Monograph","Notated music","Volume","","","","Rowley, Alec","1892-1958","person","","Rowley, Alec, 1892-1958 [person] ; Rossetti, Christina Georgina, 1830-1894 [person]","Sing-song : 12 new songs for juniors","","","","","","Boosey & Hawkes","1956","","","780","W89/4023","","","","",""
"015116173","Monograph","Notated music","Volume","","","9781423456742","Finzi, Gerald","1901-1956","person","","Finzi, Gerald, 1901-1956 [person] ; Ferguson, Howard, 1908-1999 [person] ; Finzi, Joy, 1907-1991 [person] ; Finzi, Christopher [person]","Collected songs : 44 songs, including 7 cycles or sets","I said to love ; Let us garlands bring ; Love's labour's lost ; Oh fair to see ; Songs. Selections ; Till earth outwears ; To a poet ; Young man's exhortation","","","England","Milwaukee, Wisconsin","Boosey & Hawkes ; Hal Leonard","2008","High voice","1 score (170 pages), 31 cm","783.342 ; 783.347","G.1395.b. (1.) ; H06/.10293","Barker, George, 1812-1876--Musical settings ; Blunden, Edmund, 1896-1974--Musical settings ; Hardy, Thomas, 1840-1928--Musical settings ; Song cycles ; Flecker, James Elroy, 1884-1915--Musical settings ; Traherne, Thomas, -1674--Musical settings ; Jones, William, Sir, 1746-1794--Musical settings ; Shakespeare, William, 1564-1616--Musical settings ; De la Mare, Walter, 1873-1956--Musical settings ; Lucas, F. L. (Frank Laurence), 1894-1967--Musical settings ; Songs (High voice) with piano ; Shanks, Edward, 1892-1953--Musical settings ; Gurney, Ivor, 1890-1937--Musical settings ; Bridges, Robert, 1844-1930--Musical settings ; Rossetti, Christina Georgina, 1830-1894--Musical settings","","English","Edited by Howard Ferguson, Joyce Finzi, and Christopher Finzi ; Includes prefatory notes and biographical information on the composer in English preceding score ; Most songs transposed from original lower keys by the composer. Only two songs, Life laughs onward (Till earth outwears) and To a poet a thousand years hence (To a poet), have been transposed by the editors",""
"015116180","Monograph","Notated music","Volume","","","9781423456773","Finzi, Gerald","1901-1956","person","","Finzi, Gerald, 1901-1956 [person] ; Ferguson, Howard, 1908-1999 [person] ; Finzi, Joy, 1907-1991 [person] ; Finzi, Christopher [person]","Collected songs : 54 songs, including 8 cycles or sets","Before and after summer ; Earth and air and rain ; I said to love ; Let us garlands bring ; Love's labour's lost ; Oh fair to see ; Songs. Selections ; Till earth outwears ; To a poet","","","England","Milwaukee, Wisconsin","Boosey & Hawkes ; Hal Leonard","2008","Medium,low voice","1 score (224 pages), 31 cm","783.542 ; 783.547","G.1395.b. (2.) ; H06/.10301","Barker, George, 1812-1876--Musical settings ; Blunden, Edmund, 1896-1974--Musical settings ; Hardy, Thomas, 1840-1928--Musical settings ; Song cycles ; Songs (Medium voice) with piano ; Flecker, James Elroy, 1884-1915--Musical settings ; Traherne, Thomas, -1674--Musical settings ; Jones, William, Sir, 1746-1794--Musical settings ; Shakespeare, William, 1564-1616--Musical settings ; De la Mare, Walter, 1873-1956--Musical settings ; Lucas, F. L. (Frank Laurence), 1894-1967--Musical settings ; Songs (Low voice) with piano ; Shanks, Edward, 1892-1953--Musical settings ; Gurney, Ivor, 1890-1937--Musical settings ; Bridges, Robert, 1844-1930--Musical settings ; Rossetti, Christina Georgina, 1830-1894--Musical settings","","English","Edited by Howard Ferguson, Joyce Finzi, and Christopher Finzi ; Includes prefatory notes and biographical information on the composer in English preceding score ; Some songs are in their original keys and some have been transposed by the composer. Only two songs, Life laughs onward (Till earth outwears) and To a poet a thousand years hence (To a poet), have been transposed by the editors",""
"015306118","Monograph","Language material ; Text","Volume","GBA966300","","9781844714995","Rossetti, Christina Georgina","1830-1894","person","","Rossetti, Christina Georgina, 1830-1894 [person]","Goblin market : and other poems","","Salt pocket classics","","England","Cambridge","Salt","2009","","74 pages, 16 cm","821.8","YK.2010.a.13393","","","English","",""
"015356648","Monograph","Language material ; Text","Volume","GBA983881","","9780230618992","Jamison, Anne Elizabeth","1969-","person","","Jamison, Anne Elizabeth, 1969- [person]","Poetics en passant : redefining the relationship between Victorian and modern poetry","","Nineteenth-century major lives and letters","","United States of America","New York","Palgrave Macmillan","2009","1st edition","x, 260 pages, 22 cm","821.8","YC.2012.a.4858 ; m10/.13507","Baudelaire, Charles, 1821-1867--Technique ; Rossetti, Christina Georgina, 1830-1894--Criticism and interpretation ; Poetics--History--19th century ; Baudelaire, Charles, 1821-1867--Criticism and interpretation ; Poetry, Modern--19th century--History and criticism ; Rossetti, Christina Georgina, 1830-1894--Technique","","English","",""
"015369887","Monograph","Notated music","Volume","","","9780193451513","Berkeley, Michael","","person","","Yeats, W. B. (William Butler), 1865-1939 [person] ; Tyard, Pontus de, 1521-1605 [person] ; Rossetti, Christina Georgina, 1830-1894 [person] ; Berkeley, Michael [person]","Speaking silence : for baritone and piano","","Oxford contemporary repertoire","","England","Oxford ; Tewkesbury","Goodmusic ; Oxford University Press ; under exclusive licence","2009","","1 score (26 pages), 30 cm","783.8847","G.390.ww. (10.) ; H06/.10948","Song cycles ; Songs (Medium voice) with piano ; Yeats, W. B. (William Butler), 1865-1939--Musical settings ; Tyard, Pontus de, 1521-1605--Musical settings ; Rossetti, Christina Georgina, 1830-1894--Musical settings","","English","Duration: approximately 20:00 ; Includes programme note by the composer ; Words also printed for reference preceding score",""
"015417809","Monograph","Notated music","Volume","","","","Lynch, Patricia","","person","","Lynch, Patricia [person] ; Rossetti, Christina Georgina, 1830-1894 [person]","Love came down at Christmas : SATB choir and organ","","","","Scotland","Dunblane","Art of Music","2006","","1 score","780","","","","English","",""
"015441529","Monograph","Notated music","Volume","","","","Smith, Alan","1962-2017","person","","Columba, saint [person] ; Smith, Alan, 1962-2017 [person] ; Rossetti, Christina Georgina, 1830-1894 [person]","Two short prayers : set for SAB and organ","","","","England","Dalton-in-Furness","Animus","2006","","1 score (7 pages), 26 cm","782.525","E.756.nn. (29.)","Choruses, Sacred (Mixed voices, 3 parts) with organ ; Anthems ; Columba, Saint, 521-597--Musical settings ; Rossetti, Christina Georgina, 1830-1894--Musical settings","","English","Words: St. Columba (1st work), Christina Rossetti (2nd work)",""
"015444028","Monograph","Notated music","Volume","","","","Clucas, Humphrey","1941-","person","","Clucas, Humphrey, 1941- [person] ; Rossetti, Christina Georgina, 1830-1894 [person]","Love came down at Christmas : carol for mixed voices and organ or piano","","","","England","Dalton-in-Furness","Animus","1998","","1 score (6 pages), 26 cm","782.5281723","E.904.uu. (11.)","Carols, English ; Choruses, Sacred (Mixed voices, 4 parts) with piano ; Choruses, Sacred (Mixed voices, 4 parts) with organ ; Rossetti, Christina Georgina, 1830-1894--Musical settings","","English","Chorus: SATB ; Words by Christina Rossetti",""
"015444682","Monograph","Notated music","Volume","","","","Smith, Alan","1962-2017","person","","Smith, Alan, 1962-2017 [person] ; Rossetti, Christina Georgina, 1830-1894 [person]","Love came down at Christmas : carol for SAB and organ","","","","England","Dalton-in-Furness","Animus","2001","","1 score (4 pages), 26 cm","782.5281723","E.904.vv. (18.)","Carols, English ; Choruses, Sacred (Mixed voices, 3 parts) with organ ; Rossetti, Christina Georgina, 1830-1894--Musical settings","","English","Words by Christina Rossetti",""
"015446779","Monograph","Notated music","Volume","","","","Casken, John","","person","composer","Casken, John, composer [person] ; Rossetti, Christina Georgina, 1830-1894 [person]","In the bleak mid-winter : for SATB choir and organ","","Choral music of our time","","England","London","Schott","2009","","1 score (10 pages), 31 cm","782.5251723","G.1505.s. (11.)","Christmas music ; Anthems ; Choruses, Sacred (Mixed voices, 4 parts) with organ ; Rossetti, Christina Georgina, 1830-1894--Musical settings","Music","English","Duration: 6 min ; Words by Christina Rossetti",""
"015452002","Monograph","Notated music","Volume","","","","Darke, Harold","1888-1976","person","composer","Darke, Harold, 1888-1976, composer [person] ; Rutter, John, 1945- [person] ; Rossetti, Christina Georgina, 1830-1894 [person]","In the bleak midwinter : TTBB (with organ)","In the bleak mid-winter. arranged ; In the bleak midwinter","S&B carols","","England","London","Stainer & Bell","2009","","1 close score (4 pages), 26 cm","782.8281723","","Carols, English ; Christmas music ; Choruses, Sacred (Men's voices, 4 parts) with organ ; Rossetti, Christina Georgina, 1830-1894--Musical settings","Music","English","For men's voices (TTBB with tenor solo) and organ ; Words by Christina Rossetti",""
"015507307","Monograph","Notated music","Volume","","","","Ruyneman, Daniël","1886-1963","person","","Shakespeare, William, 1564-1616 [person] ; Yeats, W. B. (William Butler), 1865-1939 [person] ; Rossetti, Christina Georgina, 1830-1894 [person] ; Ruyneman, Daniël, 1886-1963 [person]","Seven melodies for voice and piano. Volume II","Melodies. voice, piano. Selections, (1949)","","","Netherlands","Amsterdam","Donemus","1949","","1 score (15 pages), 35 cm","783.242","I.415.c. (2.)","Yeats, W. B. (William Butler), 1865-1939--Musical settings ; Songs with piano ; Shakespeare, William, 1564-1616--Musical settings ; Rossetti, Christina Georgina, 1830-1894--Musical settings","","English","'These melodies may be sung either by a male or a female voice'",""
"015583514","Monograph","Language material ; Text","Volume","GBB075364","","9780486477428","Rossetti, Christina Georgina","1830-1894","person","","Rackham, Arthur, 1867-1939 [person] ; Rossetti, Christina Georgina, 1830-1894 [person]","Goblin market","","","","United States of America","Mineola, New York","Dover","2010","","37 pages, illustrations (some colour), 23 cm","821.8","","","","English","Originally published: London : George C. Harrap & Co, 1933",""
"015642021","Monograph","Notated music","Volume","","","","Bullard, Alan","1947-","person","","Rossetti, Christina Georgina, 1830-1894 [person] ; Bullard, Alan, 1947- [person]","When I am dead, my dearest : high voice and piano or low voice and piano","","Colne Edition solo song series","36 [Colne Edition solo song series]","England","Colchester ; Colne","","2009","New edition","1 score (4 pages), 1 portrait (black and white), 31 cm","783","","Songs (High voice) with piano ; Songs (Low voice) with piano ; Rossetti, Christina Georgina, 1830-1894--Musical settings","","English","Cover title ; The score contains versions in high and low keys",""
"015642364","Monograph","Notated music","Volume","","","","McNeff, Stephen","","person","composer","Whitman, Walt, 1819-1892 [person] ; McNeff, Stephen, composer [person] ; Donne, John, 1572-1631 [person] ; Rossetti, Christina Georgina, 1830-1894 [person]","Image in stone (2007) : for mezzo soprano and wind ensemble","Death, be not proud ; On the beach at night alone ; Sing no sad songs","International series for wind bands & ensembles","","England","Kenley, Surrey","Maecenas Music","2007","","1 score (55 pages), 30 cm","783.442","G.1504.ll. (3.)","Whitman, Walt, 1819-1892--Musical settings ; Songs (Medium voice) with instrumental ensemble--Scores ; Donne, John, 1572-1631--Musical settings ; Rossetti, Christina Georgina, 1830-1894--Musical settings","Song","English","Duration: approximately 16 min ; For Tim and Hilary Reynish (in memoriam William Reynish 1966-2001) and the Irish Youth Wind Ensemble ; For mezzo soprano, wind ensemble, harp, timpani and percussion ; Words by Anon 1st century Greek, John Donne, Christina Rosetti and Walt Whitman",""
"015642433","Monograph","Notated music","Volume","","","9780193372320","Chilcott, Bob","","person","","Chilcott, Bob [person] ; Burns, Robert, 1759-1796 [person] ; Rossetti, Christina Georgina, 1830-1894 [person]","Like a singing bird (mixed voices)","My heart is like a singing bird ; O my love is like a red, red rose","Secular","","England","Oxford","Oxford University Press","2010","","1 score (15 pages), portraits, 26 cm","782.542","E.1908.hh. (9.)","Burns, Robert, 1759-1796--Musical settings ; Part songs, English ; Choruses, Secular (Mixed voices) with piano ; Rossetti, Christina Georgina, 1830-1894--Musical settings","Song","English","For upper voices, mixed chorus (SATB) and piano ; Includes composer's note and biographical note ; May be performed with two dancers, each representing one of the two different melodies that feature in the song ; Words by Christina Rossetti and Robert Burns",""
"015688254","Monograph","Notated music","Volume","","","9780193372221","Hoffman, Stanley M.","1959-","person","","Hoffman, Stanley M., 1959- [person] ; Rossetti, Christina Georgina, 1830-1894 [person]","Remember","","Choral songs","X522 [Choral songs]","England","Oxford","Oxford University Press","2010","","1 score (7 pages), 27 cm","782.542","","Part songs, English ; Choruses, Sacred (Mixed voices, 4 parts), Unaccompanied ; Rossetti, Christina Georgina, 1830-1894--Musical settings","","English","For mixed voices (SATB), unacc ; Words by Christina Rossetti",""
"015757797","Monograph","Language material ; Text","Volume","GBB124718","","9780571250936","Rossetti, Christina Georgina","1830-1894","person","","Jones, Emma, 1977- [person] ; Rossetti, Christina Georgina, 1830-1894 [person]","Christina Rossetti","","","","England","London","Faber","2011","","1 volume","821.8","","","","English","",""
"015778861","Monograph","Notated music","Volume","","","","Shaw, Martin","1875-1958","person","","Shaw, Martin, 1875-1958 [person] ; Rossetti, Christina Georgina, 1830-1894 [person]","Lullaby ; Love me, I love you","Love me, I love you ; Lullaby. voice, piano","","","England","London","J. Curwen","1917","","1 score (6 pages), 31 cm","783.442","G.242.s. (15.)","Songs (Medium voice) with piano ; Lullabies ; Rossetti, Christina Georgina, 1830-1894--Musical settings","","English","For medium voice and piano ; Words also printed as text on p [3]",""
"015795611","Monograph","Language material ; Text","Volume","GBB150497","","9781570039270","Rossetti, Christina Georgina","1830-1894","person","","Rossetti, Christina Georgina, 1830-1894 [person]","Verses : dedicated to her mother","","","","England ; United States of America","Columbia, South Carolina ; London","Eurospan ; University of South Carolina Press","2011","","1 volume, 21 cm","821.8","","","","English","",""
"015823662","Monograph","Notated music","Volume","","","9780193376526","Holst, Gustav","1874-1934","person","","Wilberg, Mack [person] ; Holst, Gustav, 1874-1934 [person] ; Rossetti, Christina Georgina, 1830-1894 [person]","In the bleak mid-winter : SATB choir and keyboard","In the bleak midwinter ; In the bleak midwinter. arranged","Oxford Christmas music","","England","Oxford","Oxford University Press","2011","","7 pages of music, portraits, 27 cm","782.5281723","F.1329.uu. (24.)","Carols, English ; Choruses, Sacred (Mixed voices, 4 parts) with piano ; Choruses, Sacred (Mixed voices, 4 parts) with organ ; Rossetti, Christina Georgina, 1830-1894--Musical settings","","English","Biographical note about arranger on p [4] of cover ; The keyboard part may be played on piano or organ ; Words by Christina Rossetti",""
"015828128","Monograph","Language material ; Text","Volume","","","9788863441291","","","","","Oliva, Gianni [person] ; Menna, Mirko [person]","I Rossetti e l'Italia : atti del convegno internazionale di studi, Vasto, 10-12 dicembre 2009","","","","Italy","Lanciano","R. Carabba","2010","","505 pages, illustrations, 24 cm","","YF.2011.a.14862","Rossetti family--Congresses ; Italy--Intellectual life--1789-1900--Congresses ; Rossetti, Dante Gabriel, 1828-1882--Appreciation--Italy--Congresses ; Rossetti, Dante Gabriel, 1828-1882--Criticism and interpretation--Congresses ; Rossetti, Gabriele, 1783-1854--Criticism and interpretation--Congresses ; Rossetti, Christina Georgina, 1830-1894--Criticism and interpretation--Congresses","Congress","Italian","",""
"015839273","Monograph","Notated music","Volume","","","","LeFanu, Nicola","","person","","LeFanu, Nicola [person] ; Rossetti, Christina Georgina, 1830-1894 [person]","The bourne : for soprano & harp","","","","England","London","Peters","2011","","1 score (3 pages), 30 cm","783.6642","H06/.12839","Songs (High voice) with harp ; Rossetti, Christina Georgina, 1830-1894--Musical settings","","English","Duration: approximately 2:21 ; Includes performance note for harpist ; Song ; Words also printed separately as text",""
